Hour,Visibility (10m)_sqrt,Dew point temperature(°C),Solar Radiation (MJ/m2)_log,Rainfall(mm)_log,Snowfall (cm)_log,Seasons,Holiday,Functioning Day,month,day
8,34.77067730142742,8.5,0.7929925155296614,0.0,0.0,Spring,No Holiday,Yes,May,25
9,31.71750305430741,6.9,1.0577902941478545,0.0,0.0,Spring,No Holiday,Yes,May,25
10,16.46207763315433,3.0,1.2612978709452054,0.0,0.0,Spring,No Holiday,Yes,May,25
11,10.246950765959598,4.5,1.3887912413184778,0.0,0.0,Spring,No Holiday,Yes,May,25
12,13.784048752090222,2.5,1.4539530095937052,0.0,0.0,Spring,No Holiday,Yes,May,25
13,15.937377450509228,4.6,1.4724720573609429,0.0,0.0,Spring,No Holiday,Yes,May,25
14,8.831760866327848,3.2,1.366091653802371,0.0,0.0,Spring,No Holiday,Yes,May,25
15,6.48074069840786,3.6,1.1631508098056809,0.0,0.0,Spring,No Holiday,Yes,May,25
16,10.44030650891055,4.0,1.0224509277025458,0.0,0.0,Spring,No Holiday,Yes,May,25
17,12.529964086141668,4.0,0.8153648132841944,0.0,0.0,Spring,No Holiday,Yes,May,25
18,15.132745950421556,5.6,0.7178397931503168,0.0,0.0,Spring,No Holiday,Yes,May,25
19,18.520259177452136,7.7,0.3852624007906449,0.0,0.0,Spring,No Holiday,Yes,May,25
20,23.323807579381203,8.0,0.058268908123975824,0.0,0.0,Spring,No Holiday,Yes,May,25
21,24.95996794869737,8.4,0.0,0.0,0.0,Spring,No Holiday,Yes,May,25
22,24.63736998950984,8.8,0.0,0.0,0.0,Spring,No Holiday,Yes,May,25
23,25.278449319529077,8.4,0.0,0.0,0.0,Spring,No Holiday,Yes,May,25
0,26.49528259898354,8.9,0.0,0.0,0.0,Spring,No Holiday,Yes,May,26
1,25.942243542145693,9.1,0.0,0.0,0.0,Spring,No Holiday,Yes,May,26
2,28.231188426986208,9.4,0.0,0.0,0.0,Spring,No Holiday,Yes,May,26
3,29.966648127543394,9.6,0.0,0.0,0.0,Spring,No Holiday,Yes,May,26
4,31.73326330524486,9.9,0.0,0.0,0.0,Spring,No Holiday,Yes,May,26
5,31.984371183438952,9.6,0.0,0.0,0.0,Spring,No Holiday,Yes,May,26
6,32.46536616149585,9.2,0.03922071315328133,0.0,0.0,Spring,No Holiday,Yes,May,26
7,33.15116890850155,8.2,0.37843643572024505,0.0,0.0,Spring,No Holiday,Yes,May,26
8,30.116440692751194,7.8,0.7793248768009975,0.0,0.0,Spring,No Holiday,Yes,May,26
9,29.949958263743873,7.5,1.0438040521731147,0.0,0.0,Spring,No Holiday,Yes,May,26
10,23.68543856465402,9.2,1.2383742310432684,0.0,0.0,Spring,No Holiday,Yes,May,26
11,23.706539182259394,7.8,1.366091653802371,0.0,0.0,Spring,No Holiday,Yes,May,26
12,28.982753492378876,7.7,1.430311246536665,0.0,0.0,Spring,No Holiday,Yes,May,26
13,25.98076211353316,9.1,1.4562867329399256,0.0,0.0,Spring,No Holiday,Yes,May,26
14,31.240998703626616,9.0,1.420695787837223,0.0,0.0,Spring,No Holiday,Yes,May,26
15,33.45145736735546,10.0,1.3402504226184837,0.0,0.0,Spring,No Holiday,Yes,May,26
16,33.34666400106613,10.1,1.1817271953786161,0.0,0.0,Spring,No Holiday,Yes,May,26
17,27.23967694375247,10.5,1.0043016091968684,0.0,0.0,Spring,No Holiday,Yes,May,26
18,34.336569426778794,9.3,0.7275486072772779,0.0,0.0,Spring,No Holiday,Yes,May,26
19,25.69046515733026,12.4,0.3576744442718159,0.0,0.0,Spring,No Holiday,Yes,May,26
20,22.11334438749598,11.3,0.04879016416943204,0.0,0.0,Spring,No Holiday,Yes,May,26
21,28.77498913987632,13.0,0.0,0.0,0.0,Spring,No Holiday,Yes,May,26
22,28.442925306655784,13.1,0.0,0.0,0.0,Spring,No Holiday,Yes,May,26
23,29.512709126747414,13.3,0.0,0.0,0.0,Spring,No Holiday,Yes,May,26
0,30.066592756745816,13.3,0.0,0.0,0.0,Spring,No Holiday,Yes,May,27
1,32.526911934581186,12.0,0.0,0.0,0.0,Spring,No Holiday,Yes,May,27
2,32.046840717924134,11.5,0.0,0.0,0.0,Spring,No Holiday,Yes,May,27
3,30.463092423455635,11.0,0.0,0.0,0.0,Spring,No Holiday,Yes,May,27
4,27.202941017470888,9.7,0.0,0.0,0.0,Spring,No Holiday,Yes,May,27
5,26.40075756488817,9.7,0.0,0.0,0.0,Spring,No Holiday,Yes,May,27
6,26.60826939130014,9.9,0.02955880224154443,0.0,0.0,Spring,No Holiday,Yes,May,27
7,27.964262908219126,8.7,0.29266961396282004,0.0,0.0,Spring,No Holiday,Yes,May,27
8,25.199206336708304,7.9,0.5306282510621704,0.0,0.0,Spring,No Holiday,Yes,May,27
9,21.283796653792763,0.0,0.7030975114131134,0.0,0.0,Spring,No Holiday,Yes,May,27
10,17.435595774162696,0.0,1.0508216248317612,0.0,0.0,Spring,No Holiday,Yes,May,27
11,12.165525060596439,0.0,0.9321640810304452,0.0,0.0,Spring,No Holiday,Yes,May,27
12,15.652475842498529,8.2,1.0543120297715298,0.0,0.0,Spring,No Holiday,Yes,May,27
13,20.445048300260872,8.6,1.169381359556317,0.0,0.0,Spring,No Holiday,Yes,May,27
14,9.695359714832659,8.1,1.1505720275988207,0.0,0.0,Spring,No Holiday,Yes,May,27
15,10.583005244258363,8.3,1.0367368849500223,0.0,0.0,Spring,No Holiday,Yes,May,27
16,13.784048752090222,7.9,0.85015092936961,0.0,0.0,Spring,No Holiday,Yes,May,27
17,8.717797887081348,0.0,0.6981347220709843,0.0,0.0,Spring,No Holiday,Yes,May,27
18,9.848857801796104,7.1,0.6151856390902335,0.0,0.0,Spring,No Holiday,Yes,May,27
19,12.0,6.7,0.23901690047049992,0.0,0.0,Spring,No Holiday,Yes,May,27
20,14.594519519326424,6.8,0.08617769624105241,0.0,0.0,Spring,No Holiday,Yes,May,27
21,16.34013463836819,7.5,0.0,0.0,0.0,Spring,No Holiday,Yes,May,27
22,13.076696830622021,7.9,0.0,0.0,0.0,Spring,No Holiday,Yes,May,27
23,15.066519173319364,8.1,0.0,0.0,0.0,Spring,No Holiday,Yes,May,27
0,16.1245154965971,8.1,0.0,0.0,0.0,Spring,No Holiday,Yes,May,28
1,13.96424004376894,8.8,0.0,0.0,0.0,Spring,No Holiday,Yes,May,28
2,15.556349186104045,8.1,0.0,0.0,0.0,Spring,No Holiday,Yes,May,28
3,20.445048300260872,8.2,0.0,0.0,0.0,Spring,No Holiday,Yes,May,28
4,19.544820285692065,8.8,0.0,0.0,0.0,Spring,No Holiday,Yes,May,28
5,25.298221281347036,9.7,0.0,0.0,0.0,Spring,No Holiday,Yes,May,28
6,20.322401432901575,9.3,0.04879016416943204,0.0,0.0,Spring,No Holiday,Yes,May,28
7,24.779023386727733,8.9,0.30748469974796055,0.0,0.0,Spring,No Holiday,Yes,May,28
8,25.92296279363144,8.7,0.7839015438284094,0.0,0.0,Spring,No Holiday,Yes,May,28
9,13.96424004376894,10.2,1.0715836162801904,0.0,0.0,Spring,No Holiday,Yes,May,28
10,10.954451150103322,11.9,1.2412685890696329,0.0,0.0,Spring,No Holiday,Yes,May,28
11,4.358898943540674,12.3,1.3609765531356006,0.0,0.0,Spring,No Holiday,Yes,May,28
12,1.0,13.0,1.4445632692438664,0.0,0.0,Spring,No Holiday,Yes,May,28
13,10.908712114635714,12.4,1.4655675420143985,0.0,0.0,Spring,No Holiday,Yes,May,28
14,12.165525060596439,12.1,1.43746264769429,0.0,0.0,Spring,No Holiday,Yes,May,28
15,33.18132004607411,14.6,1.1878434223960523,0.0,0.0,Spring,No Holiday,Yes,May,28
16,34.0,14.3,1.199964782928397,0.0,0.0,Spring,No Holiday,Yes,May,28
17,31.796226191169293,13.9,0.9707789171582247,0.0,0.0,Spring,No Holiday,Yes,May,28
18,7.14142842854285,10.9,0.7275486072772779,0.0,0.0,Spring,No Holiday,Yes,May,28
19,4.69041575982343,11.3,0.371563556432483,0.0,0.0,Spring,No Holiday,Yes,May,28
20,9.797958971132712,11.7,0.06765864847381486,0.0,0.0,Spring,No Holiday,Yes,May,28
21,7.14142842854285,10.9,0.0,0.0,0.0,Spring,No Holiday,Yes,May,28
22,1.0,11.4,0.0,0.0,0.0,Spring,No Holiday,Yes,May,28
23,17.0,10.9,0.0,0.0,0.0,Spring,No Holiday,Yes,May,28
0,16.24807680927192,0.0,0.0,0.0,0.0,Spring,No Holiday,Yes,May,29
1,15.652475842498529,0.0,0.0,0.0,0.0,Spring,No Holiday,Yes,May,29
2,22.427661492005804,0.0,0.0,0.0,0.0,Spring,No Holiday,Yes,May,29
3,26.870057685088806,11.4,0.0,0.0,0.0,Spring,No Holiday,Yes,May,29
4,25.238858928247925,11.8,0.0,0.0,0.0,Spring,No Holiday,Yes,May,29
5,22.759613353482084,12.5,0.0,0.0,0.0,Spring,No Holiday,Yes,May,29
6,27.073972741361768,12.5,0.01980262729617973,0.0,0.0,Spring,No Holiday,Yes,May,29
7,32.66496594212215,12.6,0.2151113796169455,0.0,0.0,Spring,No Holiday,Yes,May,29
8,30.643106892089126,13.9,0.29266961396282004,0.0,0.0,Spring,No Holiday,Yes,May,29
9,31.448370387032774,14.6,0.43178241642553783,0.0,0.0,Spring,No Holiday,Yes,May,29
10,31.953090617340916,15.4,0.6043159668533296,0.0,0.0,Spring,No Holiday,Yes,May,29
11,32.43454948045371,15.6,0.9858167945227652,0.0,0.0,Spring,No Holiday,Yes,May,29
12,27.40437921208944,15.9,0.8544153281560676,0.0,0.0,Spring,No Holiday,Yes,May,29
13,31.160872901765767,15.4,0.9783261227936078,0.0,0.0,Spring,No Holiday,Yes,May,29
14,31.937438845342623,15.2,1.252762968495368,0.0,0.0,Spring,No Holiday,Yes,May,29
15,29.816103031751148,16.2,0.9969486348916096,0.0,0.0,Spring,No Holiday,Yes,May,29
16,28.160255680657446,16.8,0.6365768290715511,0.0,0.0,Spring,No Holiday,Yes,May,29
17,24.0,16.9,0.7030975114131134,0.0,0.0,Spring,No Holiday,Yes,May,29
18,22.24859546128699,16.8,0.35065687161316933,0.0,0.0,Spring,No Holiday,Yes,May,29
19,27.073972741361768,16.7,0.1310282624064042,0.0,0.0,Spring,No Holiday,Yes,May,29
20,37.8021163428716,18.0,0.0,0.6931471805599453,0.0,Spring,No Holiday,Yes,May,29
21,39.81205847478876,18.7,0.0,0.0,0.0,Spring,No Holiday,Yes,May,29
22,37.97367509209505,17.2,0.0,0.0,0.0,Spring,No Holiday,Yes,May,29
23,41.19465984809196,17.6,0.0,0.0,0.0,Spring,No Holiday,Yes,May,29
0,38.22302970723278,16.3,0.0,0.0,0.0,Spring,No Holiday,Yes,May,30
1,38.897300677553446,16.0,0.0,0.0,0.0,Spring,No Holiday,Yes,May,30
2,39.14077158156185,15.7,0.0,0.0,0.0,Spring,No Holiday,Yes,May,30
3,40.50925820105819,16.0,0.0,0.0,0.0,Spring,No Holiday,Yes,May,30
4,39.89987468652001,15.5,0.0,0.0,0.0,Spring,No Holiday,Yes,May,30
5,40.607881008493905,15.6,0.0,0.0,0.0,Spring,No Holiday,Yes,May,30
6,41.048751503547585,15.8,0.009950330853168092,0.0,0.0,Spring,No Holiday,Yes,May,30
7,41.376321731154405,16.3,0.11332868530700327,0.0,0.0,Spring,No Holiday,Yes,May,30
8,40.08740450565489,16.3,0.20701416938432612,0.0,0.0,Spring,No Holiday,Yes,May,30
9,39.949968710876355,16.0,0.371563556432483,0.0,0.0,Spring,No Holiday,Yes,May,30
10,39.05124837953327,15.9,0.887891257352457,0.0,0.0,Spring,No Holiday,Yes,May,30
11,27.03701166919155,16.1,1.324418957401803,0.0,0.0,Spring,No Holiday,Yes,May,30
12,26.38181191654584,16.0,1.1249295969854831,0.0,0.0,Spring,No Holiday,Yes,May,30
13,26.814175355583846,14.6,1.3711807233098425,0.0,0.0,Spring,No Holiday,Yes,May,30
14,28.106938645110393,15.5,1.366091653802371,0.0,0.0,Spring,No Holiday,Yes,May,30
15,23.53720459187964,13.8,1.2669476034873244,0.0,0.0,Spring,No Holiday,Yes,May,30
16,20.174241001832016,12.6,1.235471471385307,0.0,0.0,Spring,No Holiday,Yes,May,30
17,4.58257569495584,10.0,1.0647107369924282,0.0,0.0,Spring,No Holiday,Yes,May,30
18,1.0,9.9,0.8020015854720274,0.0,0.0,Spring,No Holiday,Yes,May,30
19,12.041594578792296,10.9,0.4382549309311553,0.0,0.0,Spring,No Holiday,Yes,May,30
20,21.702534414210707,12.1,0.058268908123975824,0.0,0.0,Spring,No Holiday,Yes,May,30
21,26.739483914241877,12.4,0.0,0.0,0.0,Spring,No Holiday,Yes,May,30
22,34.64101615137755,13.0,0.0,0.0,0.0,Spring,No Holiday,Yes,May,30
23,36.864617182333525,12.9,0.0,0.0,0.0,Spring,No Holiday,Yes,May,30
0,38.144462245521304,12.7,0.0,0.0,0.0,Spring,No Holiday,Yes,May,31
1,38.57460304397182,12.4,0.0,0.0,0.0,Spring,No Holiday,Yes,May,31
2,38.93584466786357,12.5,0.0,0.0,0.0,Spring,No Holiday,Yes,May,31
3,39.08964057138413,12.3,0.0,0.0,0.0,Spring,No Holiday,Yes,May,31
4,39.02563260217571,12.2,0.0,0.0,0.0,Spring,No Holiday,Yes,May,31
5,35.958309192730404,11.3,0.0,0.0,0.0,Spring,No Holiday,Yes,May,31
6,36.71511950137164,11.2,0.04879016416943204,0.0,0.0,Spring,No Holiday,Yes,May,31
7,36.742346141747674,9.6,0.3852624007906449,0.0,0.0,Spring,No Holiday,Yes,May,31
8,33.24154027718932,10.2,0.7929925155296614,0.0,0.0,Spring,No Holiday,Yes,May,31
9,27.712812921102035,10.6,1.0647107369924282,0.0,0.0,Spring,No Holiday,Yes,May,31
10,29.5296461204668,11.1,1.2383742310432684,0.0,0.0,Spring,No Holiday,Yes,May,31
11,28.495613697550013,12.2,1.358409157630355,0.0,0.0,Spring,No Holiday,Yes,May,31
12,19.4164878389476,10.7,1.4350845252893227,0.0,0.0,Spring,No Holiday,Yes,May,31
13,29.68164415931166,12.8,1.4678743481123135,0.0,0.0,Spring,No Holiday,Yes,May,31
14,22.538855339169288,12.3,1.3787660946990992,0.0,0.0,Spring,No Holiday,Yes,May,31
15,12.288205727444508,10.9,1.3609765531356006,0.0,0.0,Spring,No Holiday,Yes,May,31
16,14.730919862656235,11.7,1.2267122912954254,0.0,0.0,Spring,No Holiday,Yes,May,31
17,13.152946437965905,13.1,1.0260415958332743,0.0,0.0,Spring,No Holiday,Yes,May,31
18,2.449489742783178,12.4,0.5822156198526637,0.0,0.0,Spring,No Holiday,Yes,May,31
19,4.242640687119285,0.0,0.412109650826833,0.0,0.0,Spring,No Holiday,Yes,May,31
20,7.14142842854285,14.3,0.058268908123975824,0.0,0.0,Spring,No Holiday,Yes,May,31
21,21.213203435596427,13.7,0.0,0.0,0.0,Spring,No Holiday,Yes,May,31
22,11.269427669584644,12.7,0.0,0.0,0.0,Spring,No Holiday,Yes,May,31
23,9.899494936611665,12.9,0.0,0.0,0.0,Spring,No Holiday,Yes,May,31
0,17.406895185529212,12.8,0.0,0.0,0.0,Summer,No Holiday,Yes,June,1
1,18.411952639521967,12.7,0.0,0.0,0.0,Summer,No Holiday,Yes,June,1
2,27.258026340878022,13.8,0.0,0.0,0.0,Summer,No Holiday,Yes,June,1
3,25.709920264364882,13.4,0.0,0.0,0.0,Summer,No Holiday,Yes,June,1
4,37.94733192202055,13.7,0.0,0.0,0.0,Summer,No Holiday,Yes,June,1
5,28.124722220850465,13.3,0.0,0.0,0.0,Summer,No Holiday,Yes,June,1
6,28.982753492378876,13.2,0.04879016416943204,0.0,0.0,Summer,No Holiday,Yes,June,1
7,32.83291031876401,11.1,0.3852624007906449,0.0,0.0,Summer,No Holiday,Yes,June,1
8,28.30194339616981,11.2,0.7929925155296614,0.0,0.0,Summer,No Holiday,Yes,June,1
9,31.448370387032774,12.6,1.0577902941478545,0.0,0.0,Summer,No Holiday,Yes,June,1
10,25.099800796022265,12.5,1.2383742310432684,0.0,0.0,Summer,No Holiday,Yes,June,1
11,11.045361017187261,11.2,1.3837912309017721,0.0,0.0,Summer,No Holiday,Yes,June,1
12,11.575836902790225,10.8,1.449269160281279,0.0,0.0,Summer,No Holiday,Yes,June,1
13,21.587033144922902,11.4,1.4586150226995167,0.0,0.0,Summer,No Holiday,Yes,June,1
14,3.605551275463989,10.6,1.4469189829363254,0.0,0.0,Summer,No Holiday,Yes,June,1
15,11.61895003862225,13.2,1.3711807233098425,0.0,0.0,Summer,No Holiday,Yes,June,1
16,9.433981132056603,12.3,1.2412685890696329,0.0,0.0,Summer,No Holiday,Yes,June,1
17,5.830951894845301,12.1,1.0543120297715298,0.0,0.0,Summer,No Holiday,Yes,June,1
18,4.47213595499958,11.9,0.7929925155296614,0.0,0.0,Summer,No Holiday,Yes,June,1
19,1.0,10.0,0.43178241642553783,0.0,0.0,Summer,No Holiday,Yes,June,1
20,1.0,10.0,0.058268908123975824,0.0,0.0,Summer,No Holiday,Yes,June,1
21,1.0,10.5,0.0,0.0,0.0,Summer,No Holiday,Yes,June,1
22,1.0,9.8,0.0,0.0,0.0,Summer,No Holiday,Yes,June,1
23,6.0,10.6,0.0,0.0,0.0,Summer,No Holiday,Yes,June,1
0,16.852299546352718,10.9,0.0,0.0,0.0,Summer,No Holiday,Yes,June,2
1,23.93741840717165,11.4,0.0,0.0,0.0,Summer,No Holiday,Yes,June,2
2,28.30194339616981,11.6,0.0,0.0,0.0,Summer,No Holiday,Yes,June,2
3,31.52776554086889,11.6,0.0,0.0,0.0,Summer,No Holiday,Yes,June,2
4,32.7414110874898,11.8,0.0,0.0,0.0,Summer,No Holiday,Yes,June,2
5,32.4037034920393,12.0,0.0,0.0,0.0,Summer,No Holiday,Yes,June,2
6,34.044089061098404,11.7,0.04879016416943204,0.0,0.0,Summer,No Holiday,Yes,June,2
7,34.813790371058424,9.9,0.3852624007906449,0.0,0.0,Summer,No Holiday,Yes,June,2
8,34.249087579087416,10.7,0.8020015854720274,0.0,0.0,Summer,No Holiday,Yes,June,2
9,27.27636339397171,10.0,1.0681530811834012,0.0,0.0,Summer,No Holiday,Yes,June,2
10,13.638181696985855,0.0,1.2584609896100056,0.0,0.0,Summer,No Holiday,Yes,June,2
11,21.540659228538015,10.4,1.3812818192963463,0.0,0.0,Summer,No Holiday,Yes,June,2
12,18.05547008526779,9.0,1.4562867329399256,0.0,0.0,Summer,No Holiday,Yes,June,2
13,11.313708498984761,6.8,1.4861396960896067,0.0,0.0,Summer,No Holiday,Yes,June,2
14,7.483314773547883,6.4,1.463255402256019,0.0,0.0,Summer,No Holiday,Yes,June,2
15,7.874007874011811,7.0,1.3862943611198906,0.0,0.0,Summer,No Holiday,Yes,June,2
16,1.0,8.0,1.275362800412609,0.0,0.0,Summer,No Holiday,Yes,June,2
17,6.0,5.0,1.0750024230289759,0.0,0.0,Summer,No Holiday,Yes,June,2
18,1.0,7.7,0.7839015438284094,0.0,0.0,Summer,No Holiday,Yes,June,2
19,1.0,7.9,0.43178241642553783,0.0,0.0,Summer,No Holiday,Yes,June,2
20,1.0,8.2,0.058268908123975824,0.0,0.0,Summer,No Holiday,Yes,June,2
21,1.0,9.2,0.0,0.0,0.0,Summer,No Holiday,Yes,June,2
22,1.0,9.9,0.0,0.0,0.0,Summer,No Holiday,Yes,June,2
23,1.0,10.3,0.0,0.0,0.0,Summer,No Holiday,Yes,June,2
0,3.872983346207417,10.3,0.0,0.0,0.0,Summer,No Holiday,Yes,June,3
1,4.0,10.4,0.0,0.0,0.0,Summer,No Holiday,Yes,June,3
2,12.649110640673518,10.6,0.0,0.0,0.0,Summer,No Holiday,Yes,June,3
3,21.0,11.0,0.0,0.0,0.0,Summer,No Holiday,Yes,June,3
4,30.133038346638727,10.7,0.0,0.0,0.0,Summer,No Holiday,Yes,June,3
5,25.11971337416094,10.6,0.0,0.0,0.0,Summer,No Holiday,Yes,June,3
6,15.264337522473747,9.5,0.058268908123975824,0.0,0.0,Summer,No Holiday,Yes,June,3
7,2.0,8.5,0.412109650826833,0.0,0.0,Summer,No Holiday,Yes,June,3
8,14.696938456699069,8.6,0.7178397931503168,0.0,0.0,Summer,No Holiday,Yes,June,3
9,11.0,8.0,1.0681530811834012,0.0,0.0,Summer,No Holiday,Yes,June,3
10,11.489125293076057,7.8,1.128171090909654,0.0,0.0,Summer,No Holiday,Yes,June,3
11,14.798648586948742,7.6,1.3428648031925547,0.0,0.0,Summer,No Holiday,Yes,June,3
12,12.569805089976535,7.8,1.4562867329399256,0.0,0.0,Summer,No Holiday,Yes,June,3
13,9.797958971132712,6.7,1.430311246536665,0.0,0.0,Summer,No Holiday,Yes,June,3
14,13.527749258468683,8.2,1.4350845252893227,0.0,0.0,Summer,No Holiday,Yes,June,3
15,11.180339887498949,5.8,1.3737155789130306,0.0,0.0,Summer,No Holiday,Yes,June,3
16,14.52583904633395,9.8,1.247032293786383,0.0,0.0,Summer,No Holiday,Yes,June,3
17,7.54983443527075,9.5,1.0438040521731147,0.0,0.0,Summer,No Holiday,Yes,June,3
18,5.291502622129181,7.2,0.8020015854720274,0.0,0.0,Summer,No Holiday,Yes,June,3
19,1.0,7.7,0.4054651081081644,0.0,0.0,Summer,No Holiday,Yes,June,3
20,2.0,7.4,0.058268908123975824,0.0,0.0,Summer,No Holiday,Yes,June,3
21,1.0,6.4,0.0,0.0,0.0,Summer,No Holiday,Yes,June,3
22,2.23606797749979,7.9,0.0,0.0,0.0,Summer,No Holiday,Yes,June,3
23,4.795831523312719,9.1,0.0,0.0,0.0,Summer,No Holiday,Yes,June,3
0,6.082762530298219,8.9,0.0,0.0,0.0,Summer,No Holiday,Yes,June,4
1,3.7416573867739413,8.9,0.0,0.0,0.0,Summer,No Holiday,Yes,June,4
2,4.795831523312719,9.0,0.0,0.0,0.0,Summer,No Holiday,Yes,June,4
3,8.831760866327848,9.1,0.0,0.0,0.0,Summer,No Holiday,Yes,June,4
4,15.7797338380595,10.3,0.0,0.0,0.0,Summer,No Holiday,Yes,June,4
5,15.132745950421556,10.2,0.0,0.0,0.0,Summer,No Holiday,Yes,June,4
6,11.40175425099138,9.1,0.03922071315328133,0.0,0.0,Summer,No Holiday,Yes,June,4
7,13.527749258468683,9.3,0.37843643572024505,0.0,0.0,Summer,No Holiday,Yes,June,4
8,23.790754506740637,9.2,0.7701082216960737,0.0,0.0,Summer,No Holiday,Yes,June,4
9,25.787593916455254,7.7,0.8241754429663495,0.0,0.0,Summer,No Holiday,Yes,June,4
10,30.4138126514911,10.5,1.2149127443642704,0.0,0.0,Summer,No Holiday,Yes,June,4
11,30.364452901377952,10.2,1.332366019094335,0.0,0.0,Summer,No Holiday,Yes,June,4
12,24.979991993593593,10.0,1.2837077723447896,0.0,0.0,Summer,No Holiday,Yes,June,4
13,15.264337522473747,8.2,1.3937663759585914,0.0,0.0,Summer,No Holiday,Yes,June,4
14,18.16590212458495,12.8,1.2119409739751128,0.0,0.0,Summer,No Holiday,Yes,June,4
15,2.23606797749979,11.9,0.9969486348916096,0.0,0.0,Summer,No Holiday,Yes,June,4
16,10.44030650891055,11.9,1.000631880307906,0.0,0.0,Summer,No Holiday,Yes,June,4
17,12.083045973594572,12.4,0.6471032420585385,0.0,0.0,Summer,No Holiday,Yes,June,4
18,1.7320508075688772,12.6,0.44468582126144574,0.0,0.0,Summer,No Holiday,Yes,June,4
19,1.0,13.1,0.11332868530700327,0.0,0.0,Summer,No Holiday,Yes,June,4
20,1.0,10.0,0.009950330853168092,0.0,0.0,Summer,No Holiday,Yes,June,4
21,25.25866188063018,14.9,0.0,0.0,0.0,Summer,No Holiday,Yes,June,4
22,28.106938645110393,14.8,0.0,0.0,0.0,Summer,No Holiday,Yes,June,4
23,32.07802986469088,15.2,0.0,0.0,0.0,Summer,No Holiday,Yes,June,4
0,28.231188426986208,15.0,0.0,0.0,0.0,Summer,No Holiday,Yes,June,5
1,23.979157616563597,13.6,0.0,0.0,0.0,Summer,No Holiday,Yes,June,5
2,20.248456731316587,13.1,0.0,0.0,0.0,Summer,No Holiday,Yes,June,5
3,25.11971337416094,13.9,0.0,0.0,0.0,Summer,No Holiday,Yes,June,5
4,28.861739379323623,13.3,0.0,0.0,0.0,Summer,No Holiday,Yes,June,5
5,28.61817604250837,13.1,0.0,0.0,0.0,Summer,No Holiday,Yes,June,5
6,28.513154858766505,12.8,0.03922071315328133,0.0,0.0,Summer,No Holiday,Yes,June,5
7,30.033314835362415,11.8,0.3920420877760237,0.0,0.0,Summer,No Holiday,Yes,June,5
8,31.304951684997057,12.8,0.7929925155296614,0.0,0.0,Summer,No Holiday,Yes,June,5
9,28.844410203711913,12.7,1.0367368849500223,0.0,0.0,Summer,No Holiday,Yes,June,5
10,20.808652046684813,11.9,1.2499017362143359,0.0,0.0,Summer,No Holiday,Yes,June,5
11,19.026297590440446,10.8,1.3635373739972745,0.0,0.0,Summer,No Holiday,Yes,June,5
12,24.289915602982237,11.2,1.4422019930581866,0.0,0.0,Summer,No Holiday,Yes,June,5
13,26.962937525425527,11.1,1.3402504226184837,0.0,0.0,Summer,No Holiday,Yes,June,5
14,25.942243542145693,11.4,1.1184149159642893,0.0,0.0,Summer,No Holiday,Yes,June,5
15,35.38361202590826,13.2,1.1378330018213911,0.0,0.0,Summer,No Holiday,Yes,June,5
16,31.20897306865447,13.0,1.144222799920162,0.0,0.0,Summer,No Holiday,Yes,June,5
17,25.592967784139454,12.0,0.9400072584914712,0.0,0.0,Summer,No Holiday,Yes,June,5
18,13.784048752090222,12.3,0.6931471805599453,0.0,0.0,Summer,No Holiday,Yes,June,5
19,15.524174696260024,11.9,0.34358970439007686,0.0,0.0,Summer,No Holiday,Yes,June,5
20,10.246950765959598,11.6,0.058268908123975824,0.0,0.0,Summer,No Holiday,Yes,June,5
21,18.627936010197157,12.5,0.0,0.0,0.0,Summer,No Holiday,Yes,June,5
22,14.933184523068078,12.6,0.0,0.0,0.0,Summer,No Holiday,Yes,June,5
23,10.14889156509222,12.7,0.0,0.0,0.0,Summer,No Holiday,Yes,June,5
0,14.560219778561036,13.1,0.0,0.0,0.0,Summer,Holiday,Yes,June,6
1,18.193405398660254,13.3,0.0,0.0,0.0,Summer,Holiday,Yes,June,6
2,23.790754506740637,13.3,0.0,0.0,0.0,Summer,Holiday,Yes,June,6
3,27.2213151776324,13.5,0.0,0.0,0.0,Summer,Holiday,Yes,June,6
4,28.635642126552707,13.1,0.0,0.0,0.0,Summer,Holiday,Yes,June,6
5,30.59411708155671,13.7,0.0,0.0,0.0,Summer,Holiday,Yes,June,6
6,31.192947920964443,13.5,0.058268908123975824,0.0,0.0,Summer,Holiday,Yes,June,6
7,32.93933818400121,12.0,0.37843643572024505,0.0,0.0,Summer,Holiday,Yes,June,6
8,34.741905532080416,12.8,0.7561219797213337,0.0,0.0,Summer,Holiday,Yes,June,6
9,35.185224171518364,13.6,1.007957920399979,0.0,0.0,Summer,Holiday,Yes,June,6
10,32.43454948045371,14.1,1.2149127443642704,0.0,0.0,Summer,Holiday,Yes,June,6
11,33.1058907144937,15.1,1.3454723665996355,0.0,0.0,Summer,Holiday,Yes,June,6
12,36.02776706930364,16.2,1.425515074273172,0.0,0.0,Summer,Holiday,Yes,June,6
13,37.255872020394314,16.5,1.43746264769429,0.0,0.0,Summer,Holiday,Yes,June,6
14,37.22902093797257,16.0,1.3887912413184778,0.0,0.0,Summer,Holiday,Yes,June,6
15,36.6742416417845,15.9,1.332366019094335,0.0,0.0,Summer,Holiday,Yes,June,6
16,34.307433596816885,15.5,1.2119409739751128,0.0,0.0,Summer,Holiday,Yes,June,6
17,30.28200785945344,15.4,1.0296194171811581,0.0,0.0,Summer,Holiday,Yes,June,6
